"transactionId","user","datetime","operation","quantity","unitPrice"
30181,"user_29",1596352174512,"OPERATION_1",1,81.89
30180,"user_64",1596352183015,"OPERATION_8",4,74.7
30182,"user_77",1596352190175,"OPERATION_6",1,25.22
30183,"user_30",1596352213447,"OPERATION_8",7,39.86
30184,"user_74",1596352214289,"OPERATION_6",4,4.56
30179,"user_48",1596352218511,"OPERATION_9",10,10.78
30178,"user_99",1596352220881,"OPERATION_8",5,99.96
30186,"user_51",1596352221426,"OPERATION_5",2,52.78
30185,"user_5",1596352222400,"OPERATION_2",4,9.17
30188,"user_51",1596352224975,"OPERATION_5",4,51.72
30187,"user_90",1596352228143,"OPERATION_9",1,21.96
30189,"user_34",1596352228233,"OPERATION_4",7,30.16
30190,"user_31",1596352233697,"OPERATION_4",4,39.17
30191,"user_26",1596352234292,"OPERATION_3",5,95.46
30192,"user_34",1596352236207,"OPERATION_9",7,9.16
30194,"user_55",1596352239242,"OPERATION_0",5,97.96
30195,"user_43",1596352239449,"OPERATION_4",1,43.37
30196,"user_85",1596352241383,"OPERATION_2",7,31.19
30198,"user_0",1596352245087,"OPERATION_3",3,5.09
30199,"user_46",1596352249783,"OPERATION_9",5,10.37
30193,"user_55",1596352259831,"OPERATION_8",3,21.9
30197,"user_65",1596352264317,"OPERATION_2",6,14.77
30200,"user_60",1596352265265,"OPERATION_4",4,51.83
30201,"user_45",1596352270060,"OPERATION_3",5,72.55
30202,"user_72",1596352270132,"OPERATION_7",3,78
30203,"user_54",1596352271630,"OPERATION_1",5,25.8
30204,"user_84",1596352278938,"OPERATION_3",5,81.79
30205,"user_98",1596352284632,"OPERATION_8",10,24.76
30206,"user_11",1596352285988,"OPERATION_8",3,14.17
30207,"user_95",1596352289525,"OPERATION_4",4,62.41
30208,"user_43",1596352300764,"OPERATION_7",1,39.22
30209,"user_35",1596352303067,"OPERATION_4",4,64.54
30210,"user_96",1596352303471,"OPERATION_9",5,82.66
30211,"user_46",1596352305367,"OPERATION_7",7,86.73
30212,"user_62",1596352307960,"OPERATION_3",5,56.14
30213,"user_67",1596352312235,"OPERATION_5",5,46.94
30214,"user_0",1596352316502,"OPERATION_6",7,71.58
30215,"user_0",1596352321111,"OPERATION_3",3,44.27
30216,"user_89",1596352325106,"OPERATION_0",4,76.09
30217,"user_2",1596352332476,"OPERATION_3",6,99.76
30218,"user_37",1596352334675,"OPERATION_4",4,91.79
30219,"user_4",1596352339598,"OPERATION_1",1,11.03
30220,"user_97",1596352341502,"OPERATION_0",10,45.54
30221,"user_67",1596352347101,"OPERATION_2",6,7.34
30222,"user_58",1596352347137,"OPERATION_3",8,69.44
30223,"user_64",1596352349688,"OPERATION_9",1,90.33
30224,"user_79",1596352355633,"OPERATION_2",6,81.59
30225,"user_81",1596352356247,"OPERATION_8",3,47.49
30226,"user_1",1596352360216,"OPERATION_2",7,77.38
30227,"user_97",1596352362178,"OPERATION_1",8,98.4
30228,"user_49",1596352365578,"OPERATION_9",8,77.22
30229,"user_69",1596352367323,"OPERATION_9",9,59.54
30230,"user_69",1596352371537,"OPERATION_3",6,58.35
30231,"user_34",1596352373938,"OPERATION_5",8,95.01
30232,"user_27",1596352374518,"OPERATION_9",9,20.15
30233,"user_23",1596352377135,"OPERATION_9",7,75.41
30234,"user_19",1596352377953,"OPERATION_0",9,46.61
30235,"user_74",1596352380148,"OPERATION_2",9,78.06
30236,"user_51",1596352380703,"OPERATION_0",3,57.7
30237,"user_19",1596352381283,"OPERATION_0",8,35
30238,"user_69",1596352384327,"OPERATION_9",9,53.63
30239,"user_2",1596352385801,"OPERATION_7",2,16.63
30240,"user_43",1596352391922,"OPERATION_0",3,17.79
30241,"user_28",1596352391937,"OPERATION_4",5,49.18
30242,"user_2",1596352399475,"OPERATION_5",6,26.27
30243,"user_38",1596352399663,"OPERATION_4",9,98.24
30244,"user_19",1596352406726,"OPERATION_9",8,63.13
30245,"user_33",1596352409254,"OPERATION_7",9,65.92
30246,"user_86",1596352411094,"OPERATION_5",2,93.52
30247,"user_90",1596352413086,"OPERATION_6",3,89.7
30248,"user_48",1596352413367,"OPERATION_4",6,34.09
30249,"user_20",1596352413919,"OPERATION_8",3,62.56
30250,"user_10",1596352417796,"OPERATION_7",3,39.1
30251,"user_97",1596352422717,"OPERATION_0",1,23.39
30252,"user_23",1596352425402,"OPERATION_3",7,19.47
30253,"user_37",1596352426908,"OPERATION_6",5,39.34
30254,"user_83",1596352427079,"OPERATION_6",3,25.04
30255,"user_45",1596352429464,"OPERATION_0",2,42.18
30256,"user_11",1596352429848,"OPERATION_1",2,61.77
30257,"user_89",1596352431066,"OPERATION_8",10,50.98
30258,"user_33",1596352437423,"OPERATION_5",5,71.7
30259,"user_3",1596352441481,"OPERATION_6",6,4.79
30260,"user_14",1596352456664,"OPERATION_7",10,92.24
30261,"user_68",1596352461243,"OPERATION_4",3,10.94
30262,"user_24",1596352464637,"OPERATION_2",6,30.37
30263,"user_10",1596352466544,"OPERATION_7",3,43.49
30264,"user_0",1596352467699,"OPERATION_9",3,49.39
30265,"user_82",1596352475152,"OPERATION_6",4,64.09
30266,"user_44",1596352477769,"OPERATION_6",4,71.64
30267,"user_77",1596352488823,"OPERATION_0",3,47.5
30268,"user_43",1596352492262,"OPERATION_6",3,30
30269,"user_70",1596352493271,"OPERATION_0",5,34.79
30270,"user_8",1596352493730,"OPERATION_9",3,39.39
30271,"user_9",1596352501646,"OPERATION_2",8,46.26
30272,"user_27",1596352507631,"OPERATION_1",10,46.32
30273,"user_76",1596352508802,"OPERATION_5",8,63.87
30274,"user_31",1596352515968,"OPERATION_5",2,11.13
30275,"user_64",1596352526399,"OPERATION_2",3,42.92
30276,"user_91",1596352529933,"OPERATION_3",10,12.07
30277,"user_85",1596352530900,"OPERATION_0",10,73.6
30278,"user_16",1596352534063,"OPERATION_0",4,99.05
30279,"user_83",1596352536940,"OPERATION_1",3,96.27
30280,"user_16",1596352537523,"OPERATION_9",5,5.62
30281,"user_54",1596352538329,"OPERATION_2",5,54.1
30282,"user_60",1596352543809,"OPERATION_0",6,12.34
30283,"user_72",1596352545616,"OPERATION_5",2,49.48
30284,"user_51",1596352551605,"OPERATION_7",5,1.52
30285,"user_56",1596352553420,"OPERATION_9",7,42.22
30286,"user_65",1596352556125,"OPERATION_8",7,32.98
30287,"user_74",1596352559593,"OPERATION_9",5,11.35
30288,"user_70",1596352562018,"OPERATION_0",9,10.74
30289,"user_30",1596352563707,"OPERATION_4",4,31.14
30290,"user_28",1596352565991,"OPERATION_3",3,22.91
30291,"user_63",1596352566771,"OPERATION_2",4,81.83
30292,"user_62",1596352569151,"OPERATION_6",4,83.91
30293,"user_58",1596352578636,"OPERATION_1",1,89.6
30294,"user_37",1596352578891,"OPERATION_2",2,68.16
30295,"user_94",1596352586239,"OPERATION_1",5,93.25
30296,"user_7",1596352587024,"OPERATION_7",5,54.41
30297,"user_92",1596352589608,"OPERATION_8",2,47.86
30298,"user_10",1596352591286,"OPERATION_1",5,95.88
30299,"user_64",1596352591965,"OPERATION_2",9,86.06
30300,"user_19",1596352592091,"OPERATION_7",6,0.94
30301,"user_3",1596352600873,"OPERATION_3",10,88.82
30302,"user_98",1596352607340,"OPERATION_8",3,22.95
30303,"user_1",1596352610990,"OPERATION_1",10,78.33
30304,"user_69",1596352612112,"OPERATION_5",8,58.07
30305,"user_36",1596352614265,"OPERATION_9",3,79.35
30306,"user_96",1596352614453,"OPERATION_3",8,78.77
30307,"user_83",1596352629290,"OPERATION_8",4,8.69
30308,"user_69",1596352638296,"OPERATION_3",2,44.16
30309,"user_98",1596352641368,"OPERATION_6",2,44.27
30310,"user_53",1596352641855,"OPERATION_3",2,23.36
30311,"user_24",1596352648296,"OPERATION_1",1,21.47
30312,"user_81",1596352648992,"OPERATION_2",5,76.68
30313,"user_1",1596352650007,"OPERATION_5",3,29.64
30314,"user_86",1596352651285,"OPERATION_9",9,27.37
30315,"user_21",1596352651668,"OPERATION_1",5,69.26
30316,"user_75",1596352659294,"OPERATION_3",10,42.19
30317,"user_17",1596352659530,"OPERATION_0",9,62.3
30318,"user_4",1596352659578,"OPERATION_6",3,28.94
30319,"user_12",1596352661776,"OPERATION_5",4,73.08
30320,"user_73",1596352664791,"OPERATION_2",7,43.39
30321,"user_1",1596352666423,"OPERATION_3",4,25.07
30322,"user_53",1596352669185,"OPERATION_5",2,74.51
30323,"user_44",1596352670035,"OPERATION_0",6,61.55
30324,"user_26",1596352670886,"OPERATION_1",7,55.52
30325,"user_92",1596352673790,"OPERATION_8",6,35.26
30326,"user_83",1596352675300,"OPERATION_5",4,35.8
30327,"user_64",1596352679053,"OPERATION_8",4,67.61
30328,"user_10",1596352682148,"OPERATION_3",2,43.12
30329,"user_21",1596352682945,"OPERATION_7",10,48.38
30330,"user_98",1596352688200,"OPERATION_1",2,50.16
30331,"user_23",1596352693997,"OPERATION_1",2,88.35
30332,"user_48",1596352694439,"OPERATION_5",3,14.37
30333,"user_41",1596352695951,"OPERATION_8",4,63.17
30334,"user_83",1596352706387,"OPERATION_7",8,94.95
30335,"user_27",1596352708185,"OPERATION_6",7,4.57
30336,"user_15",1596352711402,"OPERATION_6",8,99.51
30337,"user_13",1596352714504,"OPERATION_6",4,98.84
30338,"user_88",1596352715232,"OPERATION_7",6,18.13
30339,"user_76",1596352718710,"OPERATION_2",4,18.96
30340,"user_87",1596352721829,"OPERATION_0",3,96.04
30341,"user_66",1596352727397,"OPERATION_1",7,79.15
30342,"user_3",1596352733451,"OPERATION_2",2,80.68
30343,"user_73",1596352734023,"OPERATION_0",6,71.58
30344,"user_21",1596352739939,"OPERATION_7",9,13.25
30345,"user_72",1596352749323,"OPERATION_9",7,25.9
30346,"user_40",1596352749777,"OPERATION_9",10,19.12
30347,"user_23",1596352750023,"OPERATION_7",5,94.29
30348,"user_44",1596352753225,"OPERATION_0",10,52.57
30349,"user_77",1596352764626,"OPERATION_5",4,39.83
30350,"user_46",1596352769839,"OPERATION_7",2,27.34
30351,"user_42",1596352769850,"OPERATION_1",9,74.84
30352,"user_35",1596352770330,"OPERATION_1",5,7.35
30353,"user_57",1596352776816,"OPERATION_2",2,59.75
30354,"user_91",1596352778097,"OPERATION_3",9,83.88
30355,"user_22",1596352788600,"OPERATION_3",10,18.37
30356,"user_54",1596352789275,"OPERATION_2",8,94.75
30357,"user_92",1596352791099,"OPERATION_5",10,26.46
30358,"user_48",1596352791407,"OPERATION_3",7,21.55
30359,"user_39",1596352793334,"OPERATION_0",6,44.9
30360,"user_27",1596352801764,"OPERATION_3",3,12.83
30361,"user_4",1596352803528,"OPERATION_0",9,58.41
30362,"user_16",1596352815188,"OPERATION_9",3,74.32
30363,"user_80",1596352815972,"OPERATION_6",3,16.97
30364,"user_58",1596352819246,"OPERATION_8",9,52.83
30365,"user_81",1596352819785,"OPERATION_4",1,48.46
30366,"user_12",1596352825385,"OPERATION_9",7,40.43
30367,"user_35",1596352829131,"OPERATION_8",10,65.17
30368,"user_92",1596352830443,"OPERATION_1",7,33.32
30369,"user_35",1596352835744,"OPERATION_0",2,36.7
30370,"user_42",1596352835842,"OPERATION_2",8,56.74
30371,"user_34",1596352837528,"OPERATION_7",1,72.54
30372,"user_15",1596352839147,"OPERATION_8",1,75.54
30373,"user_33",1596352840176,"OPERATION_1",10,31.19
30374,"user_69",1596352843091,"OPERATION_5",2,1.43
30375,"user_89",1596352847419,"OPERATION_7",1,9.27
30376,"user_50",1596352851829,"OPERATION_7",2,14.03
30377,"user_18",1596352858728,"OPERATION_7",8,93.93
30378,"user_99",1596352859697,"OPERATION_9",4,31.72
30379,"user_56",1596352859836,"OPERATION_1",1,48.36
30380,"user_53",1596352862802,"OPERATION_2",6,60.99
30381,"user_16",1596352863938,"OPERATION_5",9,43.78
30382,"user_25",1596352864317,"OPERATION_5",1,30.2
30383,"user_13",1596352866702,"OPERATION_7",9,89.96
30384,"user_20",1596352867460,"OPERATION_1",6,68.93
30385,"user_52",1596352868620,"OPERATION_7",1,73.46
30386,"user_95",1596352871159,"OPERATION_2",2,27
30387,"user_90",1596352871973,"OPERATION_5",9,29.57
30388,"user_14",1596352872082,"OPERATION_1",7,60.71
30389,"user_76",1596352872896,"OPERATION_2",6,94.07
30390,"user_27",1596352875314,"OPERATION_5",1,77.88
30391,"user_57",1596352876934,"OPERATION_5",4,36.71
30392,"user_72",1596352877700,"OPERATION_2",5,1.18
30393,"user_97",1596352880891,"OPERATION_8",1,57.89
30394,"user_60",1596352885976,"OPERATION_9",7,92.84
30395,"user_51",1596352891466,"OPERATION_8",7,71.15
30396,"user_73",1596352896615,"OPERATION_9",1,20.59
30397,"user_90",1596352905106,"OPERATION_7",5,56.04
30398,"user_31",1596352913878,"OPERATION_0",7,34.84
30399,"user_58",1596352917633,"OPERATION_3",3,22.43
30400,"user_96",1596352919525,"OPERATION_9",10,56.9
30401,"user_7",1596352923830,"OPERATION_4",8,51.96
30402,"user_32",1596352928334,"OPERATION_2",7,40.56
30403,"user_43",1596352928384,"OPERATION_5",9,57.61
30404,"user_66",1596352928399,"OPERATION_8",4,8.11
30405,"user_11",1596352930496,"OPERATION_5",1,85.08
30406,"user_94",1596352935503,"OPERATION_3",2,69.8
30407,"user_11",1596352935782,"OPERATION_3",3,95.42
30408,"user_33",1596352935877,"OPERATION_4",6,76.09
30409,"user_7",1596352940062,"OPERATION_2",4,81.23
30410,"user_57",1596352942460,"OPERATION_8",2,74.45
30411,"user_81",1596352945467,"OPERATION_5",3,95.4
30412,"user_14",1596352947504,"OPERATION_0",5,53.54
30413,"user_26",1596352948991,"OPERATION_1",1,24.14
30414,"user_85",1596352957075,"OPERATION_9",1,99.07
30415,"user_80",1596352977982,"OPERATION_7",5,1.92
30416,"user_92",1596352983592,"OPERATION_2",4,13.28
30417,"user_98",1596352983832,"OPERATION_1",6,70.95
30418,"user_33",1596352983850,"OPERATION_9",5,68.4
30419,"user_4",1596352988992,"OPERATION_9",5,99.3
30420,"user_59",1596352990719,"OPERATION_2",4,9.54
30421,"user_76",1596352992674,"OPERATION_3",1,0.84
30422,"user_22",1596352999358,"OPERATION_6",3,12.99
30423,"user_30",1596352999376,"OPERATION_0",6,90.02
30424,"user_6",1596352999802,"OPERATION_7",9,86.66
30425,"user_67",1596353000229,"OPERATION_4",8,62.39
30426,"user_36",1596353001290,"OPERATION_9",1,42.07
30427,"user_24",1596353003092,"OPERATION_4",2,68.41
30428,"user_38",1596353007494,"OPERATION_4",6,2.73
30429,"user_57",1596353023729,"OPERATION_1",6,17.56
30430,"user_67",1596353026982,"OPERATION_9",3,20.66
30431,"user_51",1596353027357,"OPERATION_3",1,66.7
30432,"user_12",1596353031467,"OPERATION_3",3,25.85
30433,"user_30",1596353040118,"OPERATION_1",10,82.02
30437,"user_2",1596353046270,"OPERATION_6",1,53.51
30434,"user_0",1596353047273,"OPERATION_3",2,85.64
30436,"user_99",1596353053475,"OPERATION_0",7,71.87
30439,"user_94",1596353055792,"OPERATION_3",10,96.41
30440,"user_63",1596353059487,"OPERATION_3",7,23.12
30438,"user_33",1596353066378,"OPERATION_9",7,44.46
30441,"user_86",1596353070864,"OPERATION_6",3,43.44
30443,"user_34",1596353075773,"OPERATION_0",10,15.22
30442,"user_39",1596353077558,"OPERATION_8",2,93.71
30444,"user_58",1596353078489,"OPERATION_1",5,43.36
30445,"user_87",1596353090384,"OPERATION_0",6,99.99
30446,"user_97",1596353090510,"OPERATION_3",8,75.3
30435,"user_74",1596353091835,"OPERATION_3",4,76.24
30447,"user_67",1596353092857,"OPERATION_8",7,69.54
30448,"user_33",1596353096310,"OPERATION_2",1,81.97
30450,"user_25",1596353098879,"OPERATION_9",2,24.94
30449,"user_17",1596353099910,"OPERATION_3",7,80.85
30451,"user_47",1596353109737,"OPERATION_1",2,58.99
30452,"user_87",1596353113720,"OPERATION_9",9,33.94
30453,"user_69",1596353115768,"OPERATION_2",5,11.09
30454,"user_22",1596353126376,"OPERATION_2",8,7.15
30455,"user_70",1596353150241,"OPERATION_7",9,72.92
30456,"user_84",1596353158211,"OPERATION_3",7,69.25
30457,"user_87",1596353161346,"OPERATION_4",5,80.95
30458,"user_32",1596353164742,"OPERATION_6",8,40.71
30459,"user_66",1596353169114,"OPERATION_2",6,82.61
30460,"user_73",1596353169589,"OPERATION_7",10,69.18
30462,"user_38",1596353169962,"OPERATION_1",5,1.32
30461,"user_43",1596353178015,"OPERATION_9",2,21.47
30463,"user_86",1596353179862,"OPERATION_6",1,12.22
30464,"user_33",1596353187472,"OPERATION_7",9,55.85
30465,"user_1",1596353187578,"OPERATION_9",7,0.44
30466,"user_61",1596353189724,"OPERATION_7",10,8.65
30467,"user_69",1596353192401,"OPERATION_9",8,33.72
30468,"user_27",1596353196837,"OPERATION_1",5,12.05
30470,"user_73",1596353199217,"OPERATION_8",1,10.48
30469,"user_3",1596353200767,"OPERATION_2",6,81.5
30471,"user_90",1596353203446,"OPERATION_0",1,78.17
30472,"user_16",1596353213213,"OPERATION_5",9,42.31
30474,"user_20",1596353215525,"OPERATION_5",3,77.44
30473,"user_88",1596353217678,"OPERATION_3",8,34.43
30475,"user_49",1596353223415,"OPERATION_4",6,12.64
30476,"user_95",1596353235747,"OPERATION_5",10,53.89
30477,"user_47",1596353236459,"OPERATION_3",4,73.9
30479,"user_94",1596353238034,"OPERATION_1",7,73.85
30478,"user_79",1596353242068,"OPERATION_2",7,39.4
30480,"user_35",1596353244339,"OPERATION_1",5,17.42
