"transactionId","user","datetime","operation","quantity","unitPrice"
10057,"user_56",1596265431091,"OPERATION_8",7,35.13
10058,"user_30",1596265431816,"OPERATION_5",4,26.33
10059,"user_95",1596265433634,"OPERATION_3",1,24.9
10060,"user_99",1596265435356,"OPERATION_7",1,46.65
10061,"user_59",1596265443246,"OPERATION_3",10,29.68
10062,"user_29",1596265444525,"OPERATION_4",10,24.72
10063,"user_50",1596265446340,"OPERATION_6",6,98.65
10064,"user_84",1596265446732,"OPERATION_7",3,3.44
10065,"user_87",1596265447051,"OPERATION_8",5,81.83
10066,"user_23",1596265462615,"OPERATION_5",10,56.38
10067,"user_25",1596265469119,"OPERATION_9",6,42.99
10068,"user_59",1596265476068,"OPERATION_7",4,42.55
10069,"user_12",1596265485546,"OPERATION_5",7,4.71
10070,"user_61",1596265489635,"OPERATION_7",2,73.48
10071,"user_29",1596265490268,"OPERATION_7",9,13.38
10072,"user_17",1596265502348,"OPERATION_8",6,98.67
10073,"user_28",1596265512015,"OPERATION_6",5,66.6
10074,"user_60",1596265515349,"OPERATION_9",7,76.72
10075,"user_42",1596265516772,"OPERATION_4",5,88.65
10076,"user_87",1596265524120,"OPERATION_8",3,21.59
10077,"user_51",1596265531136,"OPERATION_4",10,99.2
10078,"user_12",1596265532716,"OPERATION_9",4,76.45
10079,"user_84",1596265559618,"OPERATION_7",9,95.52
10080,"user_33",1596265559769,"OPERATION_9",4,26.18
10081,"user_30",1596265559971,"OPERATION_9",9,78.76
10082,"user_20",1596265584811,"OPERATION_4",10,63.95
10083,"user_55",1596265590434,"OPERATION_3",5,59.19
10084,"user_75",1596265593620,"OPERATION_4",4,34.36
10085,"user_81",1596265602891,"OPERATION_2",4,68.6
10086,"user_10",1596265610478,"OPERATION_1",5,26.3
10087,"user_37",1596265620375,"OPERATION_4",4,30.39
10088,"user_90",1596265624732,"OPERATION_9",5,45.64
10089,"user_44",1596265634195,"OPERATION_9",1,60.26
10090,"user_50",1596265634916,"OPERATION_3",9,92.28
10091,"user_5",1596265635661,"OPERATION_8",7,73.93
10092,"user_7",1596265636554,"OPERATION_6",2,59.9
10093,"user_25",1596265637205,"OPERATION_5",2,5.54
10094,"user_72",1596265640478,"OPERATION_1",9,53.6
10095,"user_29",1596265641115,"OPERATION_9",10,16.46
10096,"user_25",1596265649047,"OPERATION_9",2,0.17
10097,"user_98",1596265650840,"OPERATION_4",10,70.94
10098,"user_41",1596265652933,"OPERATION_5",7,20.84
10099,"user_3",1596265659280,"OPERATION_8",4,3.94
10100,"user_94",1596265663913,"OPERATION_8",10,17.96
10101,"user_5",1596265665953,"OPERATION_6",3,40.88
10102,"user_74",1596265676738,"OPERATION_5",8,44.2
10103,"user_2",1596265678741,"OPERATION_1",3,60.83
10104,"user_12",1596265681658,"OPERATION_9",3,81.63
10105,"user_85",1596265681995,"OPERATION_5",10,89.06
10106,"user_49",1596265697429,"OPERATION_1",3,96.91
10107,"user_6",1596265698481,"OPERATION_1",10,76.35
10108,"user_87",1596265706838,"OPERATION_4",7,98.77
10109,"user_73",1596265713003,"OPERATION_4",4,87.86
10110,"user_6",1596265714261,"OPERATION_1",1,78.06
10111,"user_90",1596265721035,"OPERATION_3",5,40.97
10112,"user_23",1596265726619,"OPERATION_2",5,70.08
10113,"user_91",1596265726626,"OPERATION_3",9,16.29
10114,"user_7",1596265728425,"OPERATION_5",10,5.36
10115,"user_13",1596265739714,"OPERATION_7",4,69.57
10116,"user_83",1596265740102,"OPERATION_9",4,96.51
10117,"user_45",1596265740585,"OPERATION_4",7,26.3
10118,"user_0",1596265741795,"OPERATION_4",9,76.35
10119,"user_90",1596265752409,"OPERATION_6",7,3.53
10120,"user_1",1596265752924,"OPERATION_7",2,3.64
10121,"user_68",1596265756458,"OPERATION_4",10,81.39
10122,"user_88",1596265757422,"OPERATION_8",7,67.02
10123,"user_15",1596265758869,"OPERATION_0",6,37.2
10124,"user_11",1596265766226,"OPERATION_5",5,45.41
10125,"user_47",1596265767822,"OPERATION_9",1,63.98
10126,"user_70",1596265768802,"OPERATION_0",3,63.59
10127,"user_65",1596265781480,"OPERATION_8",8,42
10128,"user_85",1596265788222,"OPERATION_1",1,78.29
10129,"user_1",1596265801225,"OPERATION_2",7,65.78
10130,"user_24",1596265805571,"OPERATION_6",9,17.68
10131,"user_26",1596265811191,"OPERATION_7",3,18.69
10132,"user_96",1596265819001,"OPERATION_9",10,90.72
10133,"user_55",1596265819544,"OPERATION_3",1,89.48
10134,"user_0",1596265832121,"OPERATION_5",10,84.96
10135,"user_21",1596265837057,"OPERATION_6",3,20.03
10136,"user_6",1596265840786,"OPERATION_4",8,94.63
10137,"user_89",1596265841503,"OPERATION_2",4,87.66
10138,"user_14",1596265845045,"OPERATION_2",6,51.98
10139,"user_42",1596265846090,"OPERATION_4",5,37.48
10140,"user_83",1596265849681,"OPERATION_9",6,61.13
10141,"user_69",1596265851083,"OPERATION_1",9,18.56
10142,"user_79",1596265851682,"OPERATION_6",3,25.72
10143,"user_43",1596265855071,"OPERATION_0",5,25.54
10144,"user_18",1596265855397,"OPERATION_0",4,5.02
10145,"user_27",1596265865422,"OPERATION_6",1,57.42
10146,"user_32",1596265865657,"OPERATION_9",6,27.19
10147,"user_78",1596265866676,"OPERATION_0",1,75.79
10148,"user_40",1596265867974,"OPERATION_7",4,36.25
10149,"user_53",1596265880189,"OPERATION_3",4,19.31
10150,"user_65",1596265881630,"OPERATION_2",2,99.41
10151,"user_90",1596265882593,"OPERATION_8",7,97.68
10152,"user_98",1596265883593,"OPERATION_5",8,16.44
10153,"user_72",1596265883728,"OPERATION_0",9,47.95
10154,"user_23",1596265887389,"OPERATION_9",5,96.24
10155,"user_25",1596265888436,"OPERATION_4",2,88.39
10156,"user_73",1596265890248,"OPERATION_0",2,57.67
10157,"user_46",1596265891149,"OPERATION_1",5,95.34
10158,"user_47",1596265895594,"OPERATION_7",8,41.26
10159,"user_45",1596265896251,"OPERATION_0",5,95.68
10160,"user_1",1596265900548,"OPERATION_5",7,79.71
10161,"user_26",1596265902694,"OPERATION_5",8,28.96
10162,"user_70",1596265907633,"OPERATION_0",8,20.72
10163,"user_68",1596265908125,"OPERATION_3",3,55.8
10164,"user_43",1596265909871,"OPERATION_9",6,73.82
10165,"user_33",1596265913485,"OPERATION_4",7,21.59
10166,"user_29",1596265913812,"OPERATION_4",4,23.43
10167,"user_98",1596265914521,"OPERATION_0",3,2.48
10168,"user_24",1596265914990,"OPERATION_9",2,15.63
10169,"user_70",1596265940313,"OPERATION_2",2,99.1
10170,"user_79",1596265941552,"OPERATION_7",10,83.03
10171,"user_59",1596265944741,"OPERATION_7",6,50.06
10172,"user_48",1596265947790,"OPERATION_3",10,8.74
10173,"user_44",1596265957497,"OPERATION_5",2,24.51
10174,"user_69",1596265978294,"OPERATION_7",7,6.49
10175,"user_9",1596265983438,"OPERATION_9",3,82.67
10176,"user_78",1596265988634,"OPERATION_7",4,74.32
10177,"user_29",1596265994673,"OPERATION_5",10,50.85
10181,"user_38",1596265995591,"OPERATION_0",9,42.34
10178,"user_20",1596265998711,"OPERATION_6",2,67.68
10180,"user_12",1596266003554,"OPERATION_7",2,32.3
10179,"user_19",1596266006479,"OPERATION_8",1,37.93
10182,"user_41",1596266006543,"OPERATION_5",10,0.53
10184,"user_81",1596266009188,"OPERATION_0",3,68.48
10183,"user_30",1596266019428,"OPERATION_9",2,97.96
10185,"user_39",1596266022054,"OPERATION_0",3,8.12
10186,"user_77",1596266024326,"OPERATION_2",1,60.88
10187,"user_87",1596266025361,"OPERATION_0",4,47.52
10189,"user_64",1596266025981,"OPERATION_2",6,57.14
10188,"user_82",1596266026587,"OPERATION_6",2,59.96
10190,"user_62",1596266026802,"OPERATION_1",2,10.16
10191,"user_13",1596266030827,"OPERATION_2",4,13.97
10192,"user_94",1596266038973,"OPERATION_3",9,58.8
10193,"user_50",1596266039104,"OPERATION_2",6,65.65
10194,"user_61",1596266039655,"OPERATION_0",8,33
10196,"user_39",1596266042524,"OPERATION_4",7,54.83
10195,"user_26",1596266052141,"OPERATION_3",1,60.36
10197,"user_88",1596266055001,"OPERATION_1",5,39.13
10198,"user_66",1596266059521,"OPERATION_6",1,38.09
10199,"user_61",1596266061307,"OPERATION_3",3,11.13
10200,"user_28",1596266067137,"OPERATION_0",2,68.9
10201,"user_44",1596266070067,"OPERATION_6",4,63.46
10202,"user_3",1596266079049,"OPERATION_7",6,28.2
10204,"user_5",1596266094130,"OPERATION_2",3,50.8
10203,"user_64",1596266104265,"OPERATION_8",10,40.94
10205,"user_14",1596266107518,"OPERATION_5",2,82.78
10206,"user_54",1596266113282,"OPERATION_4",5,55.2
10207,"user_33",1596266120196,"OPERATION_3",4,60.13
10208,"user_10",1596266132543,"OPERATION_8",5,99.11
10210,"user_7",1596266132716,"OPERATION_4",7,33.46
10209,"user_76",1596266135194,"OPERATION_3",10,24.04
10211,"user_48",1596266140146,"OPERATION_9",6,7.18
10212,"user_82",1596266150178,"OPERATION_6",4,55.08
10213,"user_42",1596266153057,"OPERATION_6",6,86.08
10214,"user_48",1596266153190,"OPERATION_1",5,67.3
10215,"user_86",1596266168034,"OPERATION_9",7,50.24
10216,"user_48",1596266169503,"OPERATION_8",6,73.26
10217,"user_41",1596266171211,"OPERATION_0",2,10.91
10218,"user_93",1596266187755,"OPERATION_3",7,24.66
10219,"user_31",1596266188712,"OPERATION_4",1,18
10220,"user_70",1596266190695,"OPERATION_4",8,74.74
10221,"user_51",1596266198702,"OPERATION_6",4,24.84
10222,"user_84",1596266205126,"OPERATION_8",10,60.74
10223,"user_76",1596266209589,"OPERATION_9",1,56.96
10224,"user_38",1596266211947,"OPERATION_1",10,98.76
10225,"user_21",1596266213551,"OPERATION_2",5,80.31
10226,"user_19",1596266214915,"OPERATION_3",7,43.18
10227,"user_96",1596266219896,"OPERATION_2",10,3.15
10228,"user_87",1596266221681,"OPERATION_9",8,6.3
10229,"user_0",1596266222779,"OPERATION_3",2,48.81
10230,"user_30",1596266227856,"OPERATION_4",5,88.75
10231,"user_3",1596266228092,"OPERATION_7",10,73.12
10232,"user_59",1596266232949,"OPERATION_6",1,48.5
10233,"user_43",1596266238584,"OPERATION_0",2,33.81
10234,"user_93",1596266243183,"OPERATION_2",9,7.46
10235,"user_10",1596266249617,"OPERATION_6",1,26.48
10236,"user_56",1596266250349,"OPERATION_6",8,99.07
10237,"user_48",1596266251467,"OPERATION_5",1,71.43
10238,"user_35",1596266253994,"OPERATION_8",7,51.91
10239,"user_40",1596266254019,"OPERATION_6",5,83.32
10240,"user_89",1596266257756,"OPERATION_2",9,55.45
10241,"user_90",1596266265446,"OPERATION_4",1,96.79
10242,"user_90",1596266268642,"OPERATION_5",1,21.48
10243,"user_42",1596266273080,"OPERATION_7",4,55.63
10244,"user_13",1596266277458,"OPERATION_2",9,86.79
10245,"user_62",1596266281057,"OPERATION_2",1,21.5
10246,"user_32",1596266282795,"OPERATION_6",1,26.2
10247,"user_28",1596266283742,"OPERATION_2",3,23.63
10248,"user_48",1596266284277,"OPERATION_4",7,15.23
10249,"user_44",1596266287115,"OPERATION_0",1,91.65
10250,"user_99",1596266287692,"OPERATION_3",6,85.47
10251,"user_30",1596266301714,"OPERATION_8",2,36.43
10252,"user_79",1596266304296,"OPERATION_4",2,77.86
10253,"user_10",1596266304747,"OPERATION_7",4,70.03
10254,"user_85",1596266306144,"OPERATION_6",4,90.23
10255,"user_47",1596266306832,"OPERATION_7",5,94.53
10256,"user_90",1596266313104,"OPERATION_4",2,20.01
10257,"user_64",1596266316052,"OPERATION_1",3,17.03
10258,"user_10",1596266321121,"OPERATION_0",9,53.18
10259,"user_26",1596266321277,"OPERATION_2",5,30.37
10260,"user_15",1596266321337,"OPERATION_3",10,32.86
10261,"user_88",1596266323720,"OPERATION_1",4,46.2
10262,"user_58",1596266323935,"OPERATION_9",1,55.47
10263,"user_63",1596266326379,"OPERATION_1",4,89.13
10264,"user_76",1596266326498,"OPERATION_3",10,31.45
10265,"user_95",1596266328398,"OPERATION_3",8,43.17
10266,"user_90",1596266328507,"OPERATION_2",7,7.13
10267,"user_56",1596266337540,"OPERATION_9",3,67.66
10268,"user_54",1596266337722,"OPERATION_4",1,55.63
10269,"user_22",1596266338801,"OPERATION_2",4,46.43
10270,"user_48",1596266342882,"OPERATION_2",3,30.08
10271,"user_58",1596266352760,"OPERATION_2",8,23.24
10272,"user_59",1596266356721,"OPERATION_3",10,85.54
10273,"user_8",1596266359566,"OPERATION_7",6,24.92
10274,"user_59",1596266361266,"OPERATION_8",2,96.22
10275,"user_84",1596266364058,"OPERATION_9",8,44.15
10276,"user_1",1596266378257,"OPERATION_2",8,91.51
10277,"user_34",1596266380078,"OPERATION_9",10,56.67
10278,"user_29",1596266389295,"OPERATION_1",1,52.65
10279,"user_84",1596266392140,"OPERATION_4",10,12.63
10280,"user_98",1596266394754,"OPERATION_6",10,95.25
10281,"user_39",1596266400966,"OPERATION_4",4,16.82
10282,"user_44",1596266403044,"OPERATION_7",6,69.28
10283,"user_28",1596266404118,"OPERATION_1",8,0.21
10284,"user_86",1596266417658,"OPERATION_3",10,32.2
10285,"user_29",1596266422801,"OPERATION_4",4,53.18
10286,"user_56",1596266424596,"OPERATION_9",4,9.13
10287,"user_19",1596266426965,"OPERATION_0",2,71.79
10288,"user_7",1596266434326,"OPERATION_0",3,12.2
10289,"user_46",1596266436596,"OPERATION_2",8,62.23
10290,"user_79",1596266441847,"OPERATION_9",1,35.25
10291,"user_7",1596266451336,"OPERATION_2",8,17.09
10292,"user_91",1596266453558,"OPERATION_1",1,0.6
10293,"user_27",1596266455704,"OPERATION_3",6,89.22
10294,"user_56",1596266455952,"OPERATION_5",10,49.14
10295,"user_18",1596266456526,"OPERATION_6",10,56.02
10296,"user_88",1596266460690,"OPERATION_6",2,1.21
10297,"user_24",1596266461363,"OPERATION_9",2,68.98
10298,"user_79",1596266463389,"OPERATION_1",8,21.55
10299,"user_22",1596266466551,"OPERATION_4",10,63.11
10300,"user_2",1596266469405,"OPERATION_1",5,92.65
10301,"user_62",1596266472836,"OPERATION_3",4,71.97
10302,"user_60",1596266477945,"OPERATION_8",8,41.57
10303,"user_28",1596266477962,"OPERATION_0",4,39.99
10304,"user_1",1596266479657,"OPERATION_0",1,19.65
10305,"user_52",1596266488971,"OPERATION_3",9,18.3
10306,"user_47",1596266493289,"OPERATION_1",4,93.58
10307,"user_83",1596266510982,"OPERATION_8",8,27.56
10308,"user_1",1596266519762,"OPERATION_8",9,34.58
10309,"user_49",1596266522171,"OPERATION_5",5,14.06
10310,"user_21",1596266525645,"OPERATION_0",9,96.22
10311,"user_13",1596266531369,"OPERATION_8",1,88.26
10312,"user_7",1596266547085,"OPERATION_4",1,36.59
10313,"user_91",1596266553270,"OPERATION_1",9,47.44
10314,"user_68",1596266560988,"OPERATION_7",5,17.72
10315,"user_47",1596266561925,"OPERATION_3",1,40.03
10316,"user_83",1596266563978,"OPERATION_2",1,0.11
10317,"user_61",1596266580129,"OPERATION_3",6,7.61
10318,"user_7",1596266583977,"OPERATION_9",10,30.58
10319,"user_50",1596266584283,"OPERATION_3",9,35.1
10320,"user_78",1596266596573,"OPERATION_5",1,96.97
10321,"user_94",1596266599501,"OPERATION_3",2,78.28
10322,"user_87",1596266603380,"OPERATION_0",6,31.49
10323,"user_7",1596266604944,"OPERATION_7",3,93.98
10324,"user_71",1596266608146,"OPERATION_5",5,86.6
10325,"user_92",1596266616788,"OPERATION_9",8,78.63
10326,"user_12",1596266624460,"OPERATION_0",8,92.73
10327,"user_6",1596266624703,"OPERATION_4",1,37.75
10328,"user_94",1596266625805,"OPERATION_3",2,26.53
10329,"user_85",1596266626044,"OPERATION_8",7,9.32
10330,"user_15",1596266630133,"OPERATION_6",7,70.6
10331,"user_95",1596266644502,"OPERATION_5",2,20.4
10332,"user_96",1596266646143,"OPERATION_8",8,75.03
10333,"user_22",1596266655540,"OPERATION_9",3,66.1
10334,"user_63",1596266656178,"OPERATION_6",6,80.64
10335,"user_78",1596266660006,"OPERATION_3",3,51.16
10336,"user_22",1596266661240,"OPERATION_1",3,81.75
10337,"user_47",1596266662751,"OPERATION_7",9,56.43
10338,"user_57",1596266664089,"OPERATION_3",4,1.1
10339,"user_52",1596266670574,"OPERATION_6",1,15.21
10340,"user_11",1596266677778,"OPERATION_1",6,18.59
10341,"user_66",1596266685455,"OPERATION_6",6,12.81
10342,"user_14",1596266691644,"OPERATION_4",1,5.63
10343,"user_71",1596266692105,"OPERATION_6",9,92.33
10344,"user_63",1596266694614,"OPERATION_8",3,84.17
10345,"user_88",1596266694773,"OPERATION_8",9,43.96
10346,"user_31",1596266706683,"OPERATION_7",5,71.08
10347,"user_82",1596266707256,"OPERATION_5",9,34.55
10348,"user_44",1596266712482,"OPERATION_0",7,8.29
10349,"user_99",1596266718869,"OPERATION_1",1,2.81
10350,"user_43",1596266722353,"OPERATION_5",3,4.55
10351,"user_60",1596266731164,"OPERATION_7",10,97.63
10352,"user_20",1596266744531,"OPERATION_4",9,30.45
10353,"user_31",1596266746095,"OPERATION_3",8,78.01
10354,"user_65",1596266746278,"OPERATION_1",8,78.27
10355,"user_5",1596266748355,"OPERATION_3",1,19.31
10356,"user_48",1596266748690,"OPERATION_0",2,68.55
10357,"user_33",1596266748736,"OPERATION_0",7,44.23
10358,"user_62",1596266757602,"OPERATION_0",4,70.84
10359,"user_3",1596266762077,"OPERATION_3",5,39.89
10360,"user_45",1596266765026,"OPERATION_9",1,31.85
10361,"user_48",1596266766532,"OPERATION_6",3,34.45
10362,"user_22",1596266776914,"OPERATION_2",6,69.81
10363,"user_96",1596266781184,"OPERATION_8",8,85.9
10364,"user_47",1596266785138,"OPERATION_1",10,28.67
10365,"user_90",1596266788531,"OPERATION_1",5,5.02
10366,"user_49",1596266791043,"OPERATION_0",5,33.31
10367,"user_44",1596266793972,"OPERATION_5",4,59.37
10368,"user_11",1596266797643,"OPERATION_6",10,45.69
10369,"user_96",1596266798002,"OPERATION_6",10,73.81
10370,"user_5",1596266808630,"OPERATION_8",5,81.66
10371,"user_91",1596266821273,"OPERATION_6",1,49.51
10372,"user_24",1596266821736,"OPERATION_5",3,95.46
10373,"user_89",1596266824094,"OPERATION_4",1,7.34
10374,"user_89",1596266826725,"OPERATION_8",6,67.93
10375,"user_81",1596266829185,"OPERATION_2",4,75.64
10376,"user_71",1596266830202,"OPERATION_0",6,59.47
10377,"user_75",1596266833585,"OPERATION_8",5,40.11
10378,"user_14",1596266836480,"OPERATION_7",1,65.48
10379,"user_54",1596266838624,"OPERATION_6",4,59.02
10380,"user_97",1596266840659,"OPERATION_0",6,18.48
10381,"user_8",1596266846680,"OPERATION_8",1,88.47
10382,"user_27",1596266861688,"OPERATION_6",1,22.35
10383,"user_78",1596266863033,"OPERATION_7",3,2.59
10384,"user_83",1596266867516,"OPERATION_6",6,30.73
10386,"user_69",1596266870736,"OPERATION_4",6,61.23
10385,"user_16",1596266871796,"OPERATION_6",7,15.66
10387,"user_97",1596266885119,"OPERATION_8",4,0.14
10388,"user_50",1596266889911,"OPERATION_4",1,37.82
10389,"user_77",1596266890701,"OPERATION_3",2,79.3
10390,"user_18",1596266895445,"OPERATION_8",6,94.8
10391,"user_53",1596266897660,"OPERATION_1",8,59.69
10392,"user_83",1596266899201,"OPERATION_9",4,80.09
10393,"user_64",1596266903502,"OPERATION_0",4,98.7
10395,"user_77",1596266903872,"OPERATION_5",1,0.29
10394,"user_75",1596266909447,"OPERATION_2",1,92.48
10396,"user_18",1596266917493,"OPERATION_1",8,91.08
10397,"user_15",1596266920917,"OPERATION_8",4,27.46
10398,"user_51",1596266922773,"OPERATION_0",1,3.41
10400,"user_89",1596266923149,"OPERATION_2",7,96.97
10399,"user_97",1596266925523,"OPERATION_0",2,28.85
10401,"user_91",1596266926653,"OPERATION_4",4,20.86
10402,"user_65",1596266927430,"OPERATION_5",4,64.47
10403,"user_84",1596266927571,"OPERATION_9",2,38.36
10404,"user_55",1596266928881,"OPERATION_9",6,48.4
10405,"user_13",1596266941431,"OPERATION_5",7,25.09
10406,"user_66",1596266944006,"OPERATION_4",9,96.05
10407,"user_79",1596266946529,"OPERATION_0",5,81.53
10408,"user_29",1596266948402,"OPERATION_5",1,32.92
10409,"user_61",1596266950481,"OPERATION_6",9,65.84
10410,"user_79",1596266950708,"OPERATION_7",8,69.48
10411,"user_19",1596266952913,"OPERATION_2",1,72.31
10412,"user_13",1596266955795,"OPERATION_7",5,21.01
10413,"user_57",1596266956085,"OPERATION_7",6,73.55
10414,"user_91",1596266956424,"OPERATION_0",7,52.36
10415,"user_35",1596266958310,"OPERATION_6",8,94.55
10416,"user_21",1596266960473,"OPERATION_4",6,83.08
10417,"user_47",1596266961197,"OPERATION_6",9,19.96
10418,"user_42",1596266969062,"OPERATION_5",2,60.16
10419,"user_38",1596266969782,"OPERATION_0",7,19.52
10420,"user_12",1596266971974,"OPERATION_8",4,67.15
10421,"user_13",1596266973088,"OPERATION_0",8,9.63
10422,"user_48",1596266981506,"OPERATION_9",1,37.75
10423,"user_13",1596266985473,"OPERATION_3",10,14.22
10424,"user_88",1596266998616,"OPERATION_6",1,94.53
10425,"user_89",1596267007636,"OPERATION_0",2,33.71
10426,"user_88",1596267009024,"OPERATION_3",10,14.85
10427,"user_7",1596267016706,"OPERATION_7",3,83.13
10428,"user_99",1596267022274,"OPERATION_9",5,62.33
10429,"user_90",1596267028593,"OPERATION_7",5,82.71
10430,"user_71",1596267031226,"OPERATION_4",9,16.69
10431,"user_59",1596267034106,"OPERATION_7",10,99.94
10432,"user_43",1596267036010,"OPERATION_0",2,76.5
10433,"user_3",1596267041587,"OPERATION_5",3,63.05
10436,"user_48",1596267057946,"OPERATION_4",9,82.96
10434,"user_89",1596267061657,"OPERATION_1",9,59.77
10435,"user_78",1596267062629,"OPERATION_5",4,20.13
10437,"user_60",1596267062778,"OPERATION_2",1,64.43
10438,"user_80",1596267063999,"OPERATION_8",5,41.96
10439,"user_69",1596267065856,"OPERATION_4",6,40.7
10441,"user_80",1596267067904,"OPERATION_8",6,51.77
10440,"user_57",1596267068174,"OPERATION_3",4,23.39
10444,"user_15",1596267068227,"OPERATION_7",4,9.97
10443,"user_92",1596267074524,"OPERATION_5",3,5.65
10445,"user_27",1596267077103,"OPERATION_2",9,30.89
10442,"user_0",1596267084803,"OPERATION_2",2,37.33
10447,"user_75",1596267087391,"OPERATION_1",2,37.97
10446,"user_63",1596267091247,"OPERATION_2",7,60.11
10448,"user_96",1596267091774,"OPERATION_6",10,85.72
10449,"user_23",1596267092018,"OPERATION_2",10,3.58
10452,"user_30",1596267095616,"OPERATION_4",10,31.64
10450,"user_81",1596267097954,"OPERATION_0",2,77.12
10451,"user_81",1596267098162,"OPERATION_2",9,82.79
10453,"user_80",1596267101763,"OPERATION_8",1,97.86
10456,"user_3",1596267105057,"OPERATION_6",1,4.59
10457,"user_63",1596267106157,"OPERATION_5",6,57.05
10455,"user_27",1596267117625,"OPERATION_4",10,39.83
10454,"user_35",1596267124272,"OPERATION_2",4,0.12
10459,"user_28",1596267128386,"OPERATION_4",7,56.77
10460,"user_3",1596267138136,"OPERATION_1",6,78.39
10458,"user_38",1596267139538,"OPERATION_9",9,67.16
10461,"user_96",1596267143506,"OPERATION_6",9,98
10462,"user_10",1596267145797,"OPERATION_5",4,17.21
10463,"user_45",1596267151651,"OPERATION_5",1,39.3
10464,"user_98",1596267151762,"OPERATION_9",7,7.03
10465,"user_79",1596267153982,"OPERATION_4",3,70.09
10466,"user_0",1596267157985,"OPERATION_8",2,47.09
10467,"user_9",1596267158747,"OPERATION_5",5,32.62
10468,"user_25",1596267159629,"OPERATION_8",5,91.38
10469,"user_37",1596267160316,"OPERATION_7",7,15.6
10470,"user_17",1596267162918,"OPERATION_9",6,79.29
10471,"user_97",1596267165196,"OPERATION_1",1,20.82
10472,"user_12",1596267167783,"OPERATION_9",2,1.64
10473,"user_82",1596267176370,"OPERATION_6",1,82.95
10474,"user_18",1596267177900,"OPERATION_9",5,16.91
10475,"user_82",1596267179047,"OPERATION_6",8,30.42
10476,"user_42",1596267186835,"OPERATION_3",4,64.53
10477,"user_71",1596267189920,"OPERATION_0",2,26.77
10479,"user_36",1596267194558,"OPERATION_8",10,24.92
10481,"user_17",1596267198274,"OPERATION_4",2,55.77
10480,"user_49",1596267199103,"OPERATION_2",7,15.39
